content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Makin ke sini makin parah maxim nich Mau pesan,malah yg muncul error terus Udh di perbaharui juga,masih tetap yg muncul error",1,Negatif,makin ke sini makin parah maxim nich mau pesanmalah yg muncul error terus udh di perbaharui jugamasih tetap yg muncul error,parah maxim nich pesanmalah yg muncul error udh perbaharui jugamasih yg muncul error,"['parah', 'maxim', 'nich', 'pesanmalah', 'yg', 'muncul', 'error', 'udh', 'perbaharui', 'jugamasih', 'yg', 'muncul', 'error']",parah maxim nich pesanmalah yg muncul error udh baharu jugamasih yg muncul error
"minus di driver nya klo pesen makanan, selalu mencari pengemudi, dan itu sangat lama, dulu pernah pesen magrib, sampai isya blm dpt driver.",1,Negatif,minus di driver nya klo pesen makanan selalu mencari pengemudi dan itu sangat lama dulu pernah pesen magrib sampai isya blm dpt driver,minus driver nya klo pesen makanan mencari pengemudi pesen magrib isya blm dpt driver,"['minus', 'driver', 'nya', 'klo', 'pesen', 'makanan', 'mencari', 'pengemudi', 'pesen', 'magrib', 'isya', 'blm', 'dpt', 'driver']",minus driver nya klo sen makan cari kemudi sen magrib isya blm dpt driver
"Maxim brengsek susah banget ngisi saldo nya,tingkatin lagi dong buat mempermudah isi saldo customer nya , ga kaya grab or gojek gampang ,ribet amat",2,Negatif,maxim brengsek susah banget ngisi saldo nyatingkatin lagi dong buat mempermudah isi saldo customer nya  ga kaya grab or gojek gampang ribet amat,maxim brengsek susah banget ngisi saldo nyatingkatin mempermudah isi saldo customer nya ga kaya grab or gojek gampang ribet,"['maxim', 'brengsek', 'susah', 'banget', 'ngisi', 'saldo', 'nyatingkatin', 'mempermudah', 'isi', 'saldo', 'customer', 'nya', 'ga', 'kaya', 'grab', 'or', 'gojek', 'gampang', 'ribet']",maxim brengsek susah banget ngisi saldo nyatingkatin mudah isi saldo customer nya ga kaya grab or gojek gampang ribet
Setelah di perbarui malah gak bisa di buka Aplikasinya Katanya di instal ulang tapi sudah sering di instal ulang ndak bisa masuk2 juga Kecewa Segera perbaiki,1,Negatif,setelah di perbarui malah gak bisa di buka aplikasinya katanya di instal ulang tapi sudah sering di instal ulang ndak bisa masuk juga kecewa segera perbaiki,perbarui gak buka aplikasinya instal ulang instal ulang ndak masuk kecewa perbaiki,"['perbarui', 'gak', 'buka', 'aplikasinya', 'instal', 'ulang', 'instal', 'ulang', 'ndak', 'masuk', 'kecewa', 'perbaiki']",baru gak buka aplikasi instal ulang instal ulang ndak masuk kecewa baik
"Susah mencari titik tujuan..kurang efeketif jika kita sedang terburu""..tingkat kan lg peta tujuan nya biar ga sering ngaco",2,Negatif,susah mencari titik tujuankurang efeketif jika kita sedang terburutingkat kan lg peta tujuan nya biar ga sering ngaco,susah mencari titik tujuankurang efeketif terburutingkat lg peta tujuan nya biar ga ngaco,"['susah', 'mencari', 'titik', 'tujuankurang', 'efeketif', 'terburutingkat', 'lg', 'peta', 'tujuan', 'nya', 'biar', 'ga', 'ngaco']",susah cari titik tujuankurang efeketif terburutingkat lg peta tuju nya biar ga ngaco
Kagak ada ramah nya driver Maxim. Kalo bisa naro foto udh saya kirim bukti chat dari driver tersebut. Kagak ada bagus bagus nya malah nge maki maki customer,1,Negatif,kagak ada ramah nya driver maxim kalo bisa naro foto udh saya kirim bukti chat dari driver tersebut kagak ada bagus bagus nya malah nge maki maki customer,kagak ramah nya driver maxim kalo naro foto udh kirim bukti chat driver kagak bagus bagus nya nge maki maki customer,"['kagak', 'ramah', 'nya', 'driver', 'maxim', 'kalo', 'naro', 'foto', 'udh', 'kirim', 'bukti', 'chat', 'driver', 'kagak', 'bagus', 'bagus', 'nya', 'nge', 'maki', 'maki', 'customer']",kagak ramah nya driver maxim kalo naro foto udh kirim bukti chat driver kagak bagus bagus nya nge maki maki customer
Ada apa dengan maxim dari kemarin lusa saya tidak dapat menggunakan aplikasi di suruh install ulang tapi tetap aja nggak bisa di gunakan ..,5,Positif,ada apa dengan maxim dari kemarin lusa saya tidak dapat menggunakan aplikasi di suruh install ulang tapi tetap aja nggak bisa di gunakan ,maxim kemarin lusa aplikasi suruh install ulang aja nggak,"['maxim', 'kemarin', 'lusa', 'aplikasi', 'suruh', 'install', 'ulang', 'aja', 'nggak']",maxim kemarin lusa aplikasi suruh install ulang aja nggak
Aplikasi yang masih bisa dimainin karna ada maksimal waktu tunggu 5 menit. Lebih dari 5 menit tarif dihitung 500 perak permenit. Kalau pas penumpang naik mobil belum diklik jalan sama driver dan baru di klik pas udah deket sampai tujuan atau malah ditujuan bisa dibayangin ongkosnya jadi berapa kalau perjalanan misal habiskan waktu 2 jam karna macet dan tarif terus nambah karna dianggap masih nunggu penumpang padahal udah jalan atau udah sampai. Jadi tolong diperbaiki,1,Negatif,aplikasi yang masih bisa dimainin karna ada maksimal waktu tunggu  menit lebih dari  menit tarif dihitung  perak permenit kalau pas penumpang naik mobil belum diklik jalan sama driver dan baru di klik pas udah deket sampai tujuan atau malah ditujuan bisa dibayangin ongkosnya jadi berapa kalau perjalanan misal habiskan waktu  jam karna macet dan tarif terus nambah karna dianggap masih nunggu penumpang padahal udah jalan atau udah sampai jadi tolong diperbaiki,aplikasi dimainin karna maksimal tunggu menit menit tarif dihitung perak permenit pas penumpang mobil diklik jalan driver klik pas udah deket tujuan ditujuan dibayangin ongkosnya perjalanan habiskan jam karna macet tarif nambah karna dianggap nunggu penumpang udah jalan udah tolong diperbaiki,"['aplikasi', 'dimainin', 'karna', 'maksimal', 'tunggu', 'menit', 'menit', 'tarif', 'dihitung', 'perak', 'permenit', 'pas', 'penumpang', 'mobil', 'diklik', 'jalan', 'driver', 'klik', 'pas', 'udah', 'deket', 'tujuan', 'ditujuan', 'dibayangin', 'ongkosnya', 'perjalanan', 'habiskan', 'jam', 'karna', 'macet', 'tarif', 'nambah', 'karna', 'dianggap', 'nunggu', 'penumpang', 'udah', 'jalan', 'udah', 'tolong', 'diperbaiki']",aplikasi dimainin karna maksimal tunggu menit menit tarif hitung perak menit pas tumpang mobil klik jalan driver klik pas udah deket tuju tuju dibayangin ongkos jalan habis jam karna macet tarif nambah karna anggap nunggu tumpang udah jalan udah tolong baik
"Mau komplain. Semalam saya pesan Maxim dari Jogja city mall ke gamping. Tarif di aplikasi 42.400 tp driver minta 55.000 katanya 10.000 tambahan biaya lebaran dan ketika sudah turun saya kasih 52.000 tapi pengemudi minta uang lagi menjadi 55.000 Baru kali ini dapat driver seperti itu. Ditambah lagi dia merokok saat ada penumpang. Benar-benar mengganggu. Selama pake Maxim, baru kali ini saya kecewa berat.",1,Negatif,mau komplain semalam saya pesan maxim dari jogja city mall ke gamping tarif di aplikasi  tp driver minta  katanya  tambahan biaya lebaran dan ketika sudah turun saya kasih  tapi pengemudi minta uang lagi menjadi  baru kali ini dapat driver seperti itu ditambah lagi dia merokok saat ada penumpang benarbenar mengganggu selama pake maxim baru kali ini saya kecewa berat,komplain semalam pesan maxim jogja city mall gamping tarif aplikasi tp driver tambahan biaya lebaran turun kasih pengemudi uang kali driver ditambah merokok penumpang benarbenar mengganggu pake maxim kali kecewa berat,"['komplain', 'semalam', 'pesan', 'maxim', 'jogja', 'city', 'mall', 'gamping', 'tarif', 'aplikasi', 'tp', 'driver', 'tambahan', 'biaya', 'lebaran', 'turun', 'kasih', 'pengemudi', 'uang', 'kali', 'driver', 'ditambah', 'merokok', 'penumpang', 'benarbenar', 'mengganggu', 'pake', 'maxim', 'kali', 'kecewa', 'berat']",komplain malam pesan maxim jogja city mall gamping tarif aplikasi tp driver tambah biaya lebaran turun kasih kemudi uang kali driver tambah rokok tumpang benarbenar ganggu pake maxim kali kecewa berat
"Map titik penjemputan nya kacau, gk akurat, nama lokasi dan tempat nya tolong juga diupdate kasihan juga kita nyarinya,tolong diperbaiki lagi aplikasinya",1,Negatif,map titik penjemputan nya kacau gk akurat nama lokasi dan tempat nya tolong juga diupdate kasihan juga kita nyarinyatolong diperbaiki lagi aplikasinya,map titik penjemputan nya kacau gk akurat nama lokasi nya tolong diupdate kasihan nyarinyatolong diperbaiki aplikasinya,"['map', 'titik', 'penjemputan', 'nya', 'kacau', 'gk', 'akurat', 'nama', 'lokasi', 'nya', 'tolong', 'diupdate', 'kasihan', 'nyarinyatolong', 'diperbaiki', 'aplikasinya']",map titik jemput nya kacau gk akurat nama lokasi nya tolong diupdate kasihan nyarinyatolong baik aplikasi
"Aneh, sudah di perbarui malah titik lokasi pada nggak ada yang bener, padahal biasanya sesuai titik",1,Negatif,aneh sudah di perbarui malah titik lokasi pada nggak ada yang bener padahal biasanya sesuai titik,aneh perbarui titik lokasi nggak bener sesuai titik,"['aneh', 'perbarui', 'titik', 'lokasi', 'nggak', 'bener', 'sesuai', 'titik']",aneh baru titik lokasi nggak bener sesuai titik
"Alhamdulillah...ketemu driver yang sabar, baik dan ramah,bawa mobilnya enak,mobilnya juga enak,terima kasih mas....semoga lancar selalu,aamiin",5,Positif,alhamdulillahketemu driver yang sabar baik dan ramahbawa mobilnya enakmobilnya juga enakterima kasih massemoga lancar selaluaamiin,alhamdulillahketemu driver sabar ramahbawa mobilnya enakmobilnya enakterima kasih massemoga lancar selaluaamiin,"['alhamdulillahketemu', 'driver', 'sabar', 'ramahbawa', 'mobilnya', 'enakmobilnya', 'enakterima', 'kasih', 'massemoga', 'lancar', 'selaluaamiin']",alhamdulillahketemu driver sabar ramahbawa mobil enakmobilnya enakterima kasih massemoga lancar selaluaamiin
"Tolong untuk orderan makanan ditambah kan fitur pembatalan, karena saya butuh jam 1 baru diterima orderan jam 5. Kalau semisal ingin di non aktifkan fitur itu saran diberikan waktu orderan sudah diterima baru tidak bisa dibatalkan terimakasih. Saya sudah lama menggunakan Maxim tolong perhatikan ini!!!",1,Negatif,tolong untuk orderan makanan ditambah kan fitur pembatalan karena saya butuh jam  baru diterima orderan jam  kalau semisal ingin di non aktifkan fitur itu saran diberikan waktu orderan sudah diterima baru tidak bisa dibatalkan terimakasih saya sudah lama menggunakan maxim tolong perhatikan ini,tolong orderan makanan ditambah fitur pembatalan butuh jam diterima orderan jam non aktifkan fitur saran orderan diterima dibatalkan terimakasih maxim tolong perhatikan,"['tolong', 'orderan', 'makanan', 'ditambah', 'fitur', 'pembatalan', 'butuh', 'jam', 'diterima', 'orderan', 'jam', 'non', 'aktifkan', 'fitur', 'saran', 'orderan', 'diterima', 'dibatalkan', 'terimakasih', 'maxim', 'tolong', 'perhatikan']",tolong order makan tambah fitur batal butuh jam terima order jam non aktif fitur saran order terima batal terimakasih maxim tolong perhati
"Dimohon supaya aplikasinya di perhatikan dan di perbaiki lagi. Apalagi dalam layanan pemesanan makanan. Karena ketika toko tutup, dan mau di cansel, tidak bisa di cansel dari pihak pemesan. Terimakasih",2,Negatif,dimohon supaya aplikasinya di perhatikan dan di perbaiki lagi apalagi dalam layanan pemesanan makanan karena ketika toko tutup dan mau di cansel tidak bisa di cansel dari pihak pemesan terimakasih,dimohon aplikasinya perhatikan perbaiki layanan pemesanan makanan toko tutup cansel cansel pemesan terimakasih,"['dimohon', 'aplikasinya', 'perhatikan', 'perbaiki', 'layanan', 'pemesanan', 'makanan', 'toko', 'tutup', 'cansel', 'cansel', 'pemesan', 'terimakasih']",mohon aplikasi perhati baik layan mesan makan toko tutup cansel cansel mes terimakasih
"Aplikasi aneh gini, driver minta cancel saat sudah sampai titik penjemputan berkali-kali, tapi malah akun customer yang di banned.",1,Negatif,aplikasi aneh gini driver minta cancel saat sudah sampai titik penjemputan berkalikali tapi malah akun customer yang di banned,aplikasi aneh gini driver cancel titik penjemputan berkalikali akun customer banned,"['aplikasi', 'aneh', 'gini', 'driver', 'cancel', 'titik', 'penjemputan', 'berkalikali', 'akun', 'customer', 'banned']",aplikasi aneh gin driver cancel titik jemput berkalikali akun customer banned
"Tolong pihak manajemen urus driver nya,masa tentang pembayaran akun non tunai enggak ngerti,saya udah berapa kali bayar Doble dari akun maupun tunai karna driver nya ga ngerti,tolong jika ada yg mendaftar sebagai driver tolong dijelaskan gimana sistem pembayaran akun non tunai",2,Negatif,tolong pihak manajemen urus driver nyamasa tentang pembayaran akun non tunai enggak ngertisaya udah berapa kali bayar doble dari akun maupun tunai karna driver nya ga ngertitolong jika ada yg mendaftar sebagai driver tolong dijelaskan gimana sistem pembayaran akun non tunai,tolong manajemen urus driver nyamasa pembayaran akun non tunai ngertisaya udah kali bayar doble akun tunai karna driver nya ga ngertitolong yg mendaftar driver tolong gimana sistem pembayaran akun non tunai,"['tolong', 'manajemen', 'urus', 'driver', 'nyamasa', 'pembayaran', 'akun', 'non', 'tunai', 'ngertisaya', 'udah', 'kali', 'bayar', 'doble', 'akun', 'tunai', 'karna', 'driver', 'nya', 'ga', 'ngertitolong', 'yg', 'mendaftar', 'driver', 'tolong', 'gimana', 'sistem', 'pembayaran', 'akun', 'non', 'tunai']",tolong manajemen urus driver nyamasa bayar akun non tunai ngertisaya udah kali bayar doble akun tunai karna driver nya ga ngertitolong yg daftar driver tolong gimana sistem bayar akun non tunai
"sy udh download aplikasinya.eh, gataunya pas buka aplikasinya malah muncul ,terjadi kerusakan pada aplikasi tersebut..gimana sih ni aplikasinya tolong diperbaiki , baru sy ksih bintang 5",2,Negatif,sy udh download aplikasinyaeh gataunya pas buka aplikasinya malah muncul terjadi kerusakan pada aplikasi tersebutgimana sih ni aplikasinya tolong diperbaiki  baru sy ksih bintang ,sy udh download aplikasinyaeh gataunya pas buka aplikasinya muncul kerusakan aplikasi tersebutgimana sih ni aplikasinya tolong diperbaiki sy ksih bintang,"['sy', 'udh', 'download', 'aplikasinyaeh', 'gataunya', 'pas', 'buka', 'aplikasinya', 'muncul', 'kerusakan', 'aplikasi', 'tersebutgimana', 'sih', 'ni', 'aplikasinya', 'tolong', 'diperbaiki', 'sy', 'ksih', 'bintang']",sy udh download aplikasinyaeh gataunya pas buka aplikasi muncul rusa aplikasi tersebutgimana sih ni aplikasi tolong baik sy ksih bintang
"pengguna baru, 4 kali order pelayanannya baik, secepat kilat, sampai dengan selamat ke tempat tujuan, harga terjangkau, semoga kualitas selalu dipertahankan atau bahkan ditingkatkan. Terimakasih Maxim",5,Positif,pengguna baru  kali order pelayanannya baik secepat kilat sampai dengan selamat ke tempat tujuan harga terjangkau semoga kualitas selalu dipertahankan atau bahkan ditingkatkan terimakasih maxim,pengguna kali order pelayanannya secepat kilat selamat tujuan harga terjangkau semoga kualitas dipertahankan ditingkatkan terimakasih maxim,"['pengguna', 'kali', 'order', 'pelayanannya', 'secepat', 'kilat', 'selamat', 'tujuan', 'harga', 'terjangkau', 'semoga', 'kualitas', 'dipertahankan', 'ditingkatkan', 'terimakasih', 'maxim']",guna kali order layan cepat kilat selamat tuju harga jangkau moga kualitas tahan tingkat terimakasih maxim
"Tolong dong diperbaiki rute perjalanan masa saya mau bikin Tek jalan di suruh bikin nmr , SDH nmr dibikini e,malah tidak mau tampil . Sayakan rute perjalanan mau pulang SDH ada tapi kaga bisa tampil.tolong dong diperbaiki",1,Negatif,tolong dong diperbaiki rute perjalanan masa saya mau bikin tek jalan di suruh bikin nmr  sdh nmr dibikini emalah tidak mau tampil  sayakan rute perjalanan mau pulang sdh ada tapi kaga bisa tampiltolong dong diperbaiki,tolong diperbaiki rute perjalanan bikin tek jalan suruh bikin nmr sdh nmr dibikini emalah tampil sayakan rute perjalanan pulang sdh kaga tampiltolong diperbaiki,"['tolong', 'diperbaiki', 'rute', 'perjalanan', 'bikin', 'tek', 'jalan', 'suruh', 'bikin', 'nmr', 'sdh', 'nmr', 'dibikini', 'emalah', 'tampil', 'sayakan', 'rute', 'perjalanan', 'pulang', 'sdh', 'kaga', 'tampiltolong', 'diperbaiki']",tolong baik rute jalan bikin tek jalan suruh bikin nmr sdh nmr bikini emalah tampil saya rute jalan pulang sdh kaga tampiltolong baik
"Bintang saya kurangi dan saya edit. Input harus manual, dan aplikasi sering error. Sudah susah ngepasin titik tiba2 error. Driver sering tidak bawa uang. Ketika saya tanyakan ke admin, tidak dijawab dengan baik dan bernada sombong.",1,Negatif,bintang saya kurangi dan saya edit input harus manual dan aplikasi sering error sudah susah ngepasin titik tiba error driver sering tidak bawa uang ketika saya tanyakan ke admin tidak dijawab dengan baik dan bernada sombong,bintang kurangi edit input manual aplikasi error susah ngepasin titik error driver bawa uang admin bernada sombong,"['bintang', 'kurangi', 'edit', 'input', 'manual', 'aplikasi', 'error', 'susah', 'ngepasin', 'titik', 'error', 'driver', 'bawa', 'uang', 'admin', 'bernada', 'sombong']",bintang kurang edit input manual aplikasi error susah ngepasin titik error driver bawa uang admin nada sombong
"Masukan buat maxim wilayah kendari ,untuk driver-drivernya yang pilih-pilih orderan,kalo orderannya ongkir kecil jarang mau diambil,kasih mereka peringatan atau funishment",2,Negatif,masukan buat maxim wilayah kendari untuk driverdrivernya yang pilihpilih orderankalo orderannya ongkir kecil jarang mau diambilkasih mereka peringatan atau funishment,masukan maxim wilayah kendari driverdrivernya pilihpilih orderankalo orderannya ongkir jarang diambilkasih peringatan funishment,"['masukan', 'maxim', 'wilayah', 'kendari', 'driverdrivernya', 'pilihpilih', 'orderankalo', 'orderannya', 'ongkir', 'jarang', 'diambilkasih', 'peringatan', 'funishment']",masuk maxim wilayah kendari driverdrivernya pilihpilih orderankalo order ongkir jarang diambilkasih ingat funishment
"Aplikasi ya bagus murah jg dlam hal perjalan jauh dekt , tp syang tingal titik jemput dan arah lokasiya aja agar lebih baik dan lebih detail lg",5,Positif,aplikasi ya bagus murah jg dlam hal perjalan jauh dekt  tp syang tingal titik jemput dan arah lokasiya aja agar lebih baik dan lebih detail lg,aplikasi ya bagus murah jg dlam perjalan dekt tp syang tingal titik jemput arah lokasiya aja detail lg,"['aplikasi', 'ya', 'bagus', 'murah', 'jg', 'dlam', 'perjalan', 'dekt', 'tp', 'syang', 'tingal', 'titik', 'jemput', 'arah', 'lokasiya', 'aja', 'detail', 'lg']",aplikasi ya bagus murah jg dlam jalan dekt tp syang tingal titik jemput arah lokasiya aja detail lg
